"","addr","code","lat","lng","name","type","created_at","remain_stat","stock_at","remain_stat_kr","구분","시도","시군구","동"
"209","대구광역시 서구 서대구로 192 1층 (평리동)","37850105",35.8750499,128.5552372,"평리제일약국","01","2020/03/14 23:55:00","break","2020/03/14 10:09:00","2개 이상 30개 미만","약국","대구광역시","서구","평리동"
"210","경북 구미시 선산읍 완전리 252-3","5138202043",36.2392392,128.3017974,"선산농협하나로마트중앙점","03","2020/03/14 23:55:00","empty","2020/03/14 10:19:00","1개 이하","농협","경상북도","구미시","선산읍"
"211","경남 창녕군 장마면 강리976의5","6158204274",35.4587194,128.4748394,"영산농협하나로마트장마점","03","2020/03/14 23:55:00","empty","2020/03/14 08:55:00","1개 이하","농협","경상남도","창녕군","장마면"
"212","경기도 가평군 설악면 신천중앙로88번길 1","41841867",37.6768947,127.493773,"감초온누리약국","01","2020/03/14 23:55:00","break","2020/03/14 09:31:00","2개 이상 30개 미만","약국","경기도","가평군","설악면"
"213","경상북도 김천시 농소면 농남로 32","37812742",36.1069718,128.1726603,"비보약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:30:00","1개 이하","약국","경상북도","김천시","농소면"
"214","울산광역시 북구 신답로 35 1층 (상안동, 하이크리닉)","38801400",35.6287746,129.3444441,"정약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:37:00","1개 이하","약국","울산광역시","북구","상안동"
"215","인천광역시 미추홀구 아암대로29번길 77 1층 (용현동)","31843760",37.4567233,126.6407447,"백제당약국","01","2020/03/14 23:55:00","break","2020/03/14 12:11:00","2개 이상 30개 미만","약국","인천광역시","미추홀구","용현동"
"216","울산광역시 북구 이화5길 10 (중산동)","38830361",35.6625198,129.3390704,"이화열린약국","01","2020/03/14 23:55:00","empty","2020/03/14 07:56:00","1개 이하","약국","울산광역시","북구","중산동"
"217","경상남도 김해시 장유로 232 101호 (부곡동, 코아상가)","38817098",35.2035086,128.8093468,"메디팜영제약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:30:00","1개 이하","약국","경상남도","김해시","부곡동"
"218","전라남도 영광군 군남면 포천길 30 ","4108301591",35.2400167,126.4496461,"군남우체국","02","2020/03/14 23:55:00","few","2020/03/13 10:01:00","2개 이상 30개 미만","우체국","전라남도","영광군","군남면"
"219","충청남도 당진시 송악읍 반촌로 98-1,","34842292",36.9042049,126.6945595,"다정약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:34:00","1개 이하","약국","충청남도","당진시","송악읍"
"220","부산광역시 북구 학사로 140 덕진 상뜨레-뷰 앙코르 (화명동)","21837228",35.2349204,129.0085092,"베스트 정약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:14:00","1개 이하","약국","부산광역시","북구","화명동"
"221","서울특별시 관악구 법원단지길 20 (신림동)","11811242",37.4740788,126.9188176,"육당약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:12:00","1개 이하","약국","서울특별시","관악구","신림동"
"222","경상남도 진주시 장대로 3-1, 623호 (장대동)","38830523",35.19195,128.088606,"동산약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:19:00","1개 이하","약국","경상남도","진주시","장대동"
"223","전라남도 담양군 담양읍 죽향대로 1201","36823601",35.3130062,126.9821475,"태성약국","01","2020/03/14 23:55:00","break","2020/03/14 10:38:00","2개 이상 30개 미만","약국","전라남도","담양군","담양읍"
"224","부산광역시 금정구 금강로415번길 2 1층 (구서동)","21807868",35.2448031,129.0881868,"건강약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:47:00","1개 이하","약국","부산광역시","금정구","구서동"
"225","대전광역시 서구 월평중로 24 (월평동)","34802789",36.356815,127.3641676,"푸른솔약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:28:00","1개 이하","약국","대전광역시","서구","월평동"
"226","서울특별시 노원구 공릉로 138 준효약국 1층 (공릉동)","11817267",37.6221926,127.0793745,"준효약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:35:00","1개 이하","약국","서울특별시","노원구","공릉동"
"227","서울특별시 서초구 강남대로 439 1층 102호 (서초동, 유화빌딩)","12856754",37.5015461,127.0254021,"아임약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:25:00","1개 이하","약국","서울특별시","서초구","서초동"
"228","충청남도 천안시 서북구 불당17길 27 (불당동)","34820663",36.8097329,127.1108251,"코끼리약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:41:00","1개 이하","약국","충청남도","천안시 서북구","불당동"
"229","전남 고흥군 풍양면 풍양로 12","4138301663",34.5748076,127.2417754,"고흥풍양우체국","02","2020/03/14 23:55:00","empty","2020/03/13 10:07:00","1개 이하","우체국","전라남도","고흥군","풍양면"
"230","경상남도 통영시 광도면 죽림1로 41-23, 101호 (한선파라디움)","38806517",34.8782767,128.416758,"건강온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 14:36:00","1개 이하","약국","경상남도","통영시","광도면"
"231","경기도 성남시 분당구 내정로 172 1층 103호 (수내동, 상지상가빌딩)","31867481",37.3736466,127.1199656,"다정약국","01","2020/03/14 23:55:00","empty","2020/03/14 14:01:00","1개 이하","약국","경기도","성남시 분당구","수내동"
"232","경남 김해시 진례면 송현리 493의4","6228201877",35.246448,128.7686616,"진례농협하나로마트동부점","03","2020/03/14 23:55:00","empty","2020/03/14 13:46:00","1개 이하","농협","경상남도","김해시","진례면"
"233","경상남도 김해시 삼계중앙로 36 103호 (삼계동)","38835771",35.2602669,128.8689797,"튼튼온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:24:00","1개 이하","약국","경상남도","김해시","삼계동"
"234","경상북도 포항시 북구 중흥로 345 (죽도동)","37844962",36.0326502,129.3654481,"미래약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:53:00","1개 이하","약국","경상북도","포항시 북구","죽도동"
"235","경상북도 포항시 북구 중앙로 241 (죽도동)","37842803",36.0343746,129.36524,"새경북약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:28:00","1개 이하","약국","경상북도","포항시 북구","죽도동"
"236","경상남도 창원시 마산회원구 3·15대로 778 (합성동, 정비인후과의원)","38803372",35.2407768,128.5847004,"산호당약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:17:00","1개 이하","약국","경상남도","창원시 마산회원구","합성동"
"237","경상남도 창원시 성산구 대정로 33 (가음동, 황금상가)","38804549",35.2075093,128.6982564,"삼성약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:00:00","1개 이하","약국","경상남도","창원시 성산구","가음동"
"238","서울특별시 종로구 종로 33 지하1층 B104호 (청진동, 그랑서울)","12840165",37.5710023,126.981484,"수약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:05:00","1개 이하","약국","서울특별시","종로구","청진동"
"239","서울특별시 노원구 동일로 1673 (상계동)","11851457",37.6778534,127.0549716,"수락100세약국","01","2020/03/14 23:55:00","break","2020/03/14 09:17:00","2개 이상 30개 미만","약국","서울특별시","노원구","상계동"
"240","경기도 고양시 일산동구 중앙로 1172 510호 (마두동, 그랜드프라자)","31855318",37.6517337,126.7784174,"일산나을약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:15:00","1개 이하","약국","경기도","고양시 일산동구","마두동"
"241","서울특별시 종로구 창경궁로 160 1,2층 (원남동)","12854042",37.5767149,126.9975187,"대학약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:27:00","1개 이하","약국","서울특별시","종로구","원남동"
"242","인천광역시 부평구 부영로189번길 51 (산곡동, 오남프라자 508호일부)","41821581",37.5021433,126.7129333,"다정약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:37:00","1개 이하","약국","인천광역시","부평구","산곡동"
"243","경기도 남양주시 금곡로 72 (금곡동, 센타프라자)","41838441",37.6345001,127.2111479,"진서약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:59:00","1개 이하","약국","경기도","남양주시","금곡동"
"244","경기도 양주시 평화로1435번길 5-3, (덕계동)","31864872",37.8192215,127.0457933,"희망약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:14:00","1개 이하","약국","경기도","양주시","덕계동"
"245","전라북도 익산시 익산대로 302-1, (남중동)","35821370",35.9527533,126.9523612,"바른 한약국","01","2020/03/14 23:55:00","break","2020/03/13 13:48:00","2개 이상 30개 미만","약국","전라북도","익산시","남중동"
"246","전남 곡성군 석곡면 석곡리 224-5","4088207464",35.1317597,127.2534091,"곡성축협하나로마트석곡점","03","2020/03/14 23:55:00","empty","2020/03/14 08:49:00","1개 이하","농협","전라남도","곡성군","석곡면"
"247","광주광역시 서구 풍암순환로 183 2층 213호 (풍암동)","36808351",35.1268362,126.8812499,"정다운온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:11:00","1개 이하","약국","광주광역시","서구","풍암동"
"248","부산광역시 기장군 기장읍 차성동로 171","21816590",35.2532556,129.2170237,"삼성약국","01","2020/03/14 23:55:00","few","2020/03/14 10:09:00","2개 이상 30개 미만","약국","부산광역시","기장군","기장읍"
"249","충청북도 청주시 서원구 수영로 4 (수곡동)","33815607",36.6148038,127.4864498,"수곡제일약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:49:00","1개 이하","약국","충청북도","청주시 서원구","수곡동"
"250","부산광역시 부산진구 전포대로209번길 45 1층 (전포동)","21841322",35.1552849,129.0626479,"청미래한약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:05:00","1개 이하","약국","부산광역시","부산진구","전포동"
"251","전라북도 전주시 완산구 팔달로 103 (전동)","35812214",35.8120444,127.1491504,"동양당약국","01","2020/03/14 23:55:00","plenty","2020/03/14 11:33:00","100개 이상","약국","전라북도","전주시 완산구","전동"
"252","부산광역시 부산진구 중앙대로 773 1층 (부전동)","21842191",35.1612864,129.0615532,"수약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:40:00","1개 이하","약국","부산광역시","부산진구","부전동"
"253","광주광역시 광산구 비아중앙로 33 (비아동)","36816663",35.2219289,126.8246594,"신비약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:50:00","1개 이하","약국","광주광역시","광산구","비아동"
"254","경기도 성남시 분당구 벌말로 10 1층 107호 (야탑동, 목련마을근린상가)","31822746",37.4085972,127.1402225,"유정약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:53:00","1개 이하","약국","경기도","성남시 분당구","야탑동"
"255","부산광역시 사하구 옥천로 73 1층 (감천동)","21809348",35.0931302,129.0089991,"삼거리약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:28:00","1개 이하","약국","부산광역시","사하구","감천동"
"256","경남 고성군 동해면 외곡리 851-1","6128203975",35.0093654,128.3992586,"고성동부농협하나로마트외곡점","03","2020/03/14 23:55:00","few","2020/03/14 07:29:00","2개 이상 30개 미만","농협","경상남도","고성군","동해면"
"257","충남 천안시 동남구 청당동 511","3128218184",36.7825678,127.1535867,"천안축협 하나로마트","03","2020/03/14 23:55:00","empty","2020/03/14 13:35:00","1개 이하","농협","충청남도","천안시 동남구","청당동"
"258","경기도 시흥시 정왕대로 56 109호 (정왕동, 세종월드빌딩)","31842372",37.3545465,126.7230275,"시화연합약국","01","2020/03/14 23:55:00","empty","2020/03/14 07:16:00","1개 이하","약국","경기도","시흥시","정왕동"
"259","서울특별시 은평구 은평로 5 1층 (신사동)","11889489",37.5967735,126.9092234,"새봄약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:35:00","1개 이하","약국","서울특별시","은평구","신사동"
"260","경기도 성남시 분당구 성남대로331번길 3 1층 116호 (정자동, 젤존타워3)","41806344",37.3653352,127.1077176,"정자우리들약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:46:00","1개 이하","약국","경기도","성남시 분당구","정자동"
"261","제주특별자치도 제주시 서광로 297 1층 (이도일동)","39805794",33.5007379,126.5282022,"365건강온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:34:00","1개 이하","약국","제주특별자치도","제주시","이도일동"
"262","대구광역시 달서구 조암로 48 1층 (월성동)","37842323",35.8243697,128.5243231,"원더풀약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:56:00","1개 이하","약국","대구광역시","달서구","월성동"
"263","대전광역시 서구 갈마로 251 한민쇼핑 1층 (괴정동)","34811311",36.3337653,127.38198,"정성약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:08:00","1개 이하","약국","대전광역시","서구","괴정동"
"264","경기도 수원시 장안구 조원로 70 (조원동)","31872166",37.2996643,127.0175233,"조원약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:49:00","1개 이하","약국","경기도","수원시 장안구","조원동"
"265","부산광역시 사하구 낙동대로 448 (당리동)","21810702",35.10523,128.9697917,"삼성온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:48:00","1개 이하","약국","부산광역시","사하구","당리동"
"266","경기도 의정부시 체육로 298-13, 106호 (녹양동, 현대프라자)","41839081",37.7604719,127.0410309,"햇살온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:39:00","1개 이하","약국","경기도","의정부시","녹양동"
"267","인천광역시 연수구 원인재로 315 110호 (연수동, 주공1단지상가)","31804543",37.4220483,126.6916148,"강봉윤약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:45:00","1개 이하","약국","인천광역시","연수구","연수동"
"268","부산광역시 수영구 연수로 423 (수영동)","21831301",35.1678495,129.115121,"대영약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:57:00","1개 이하","약국","부산광역시","수영구","수영동"
"269","경기 이천시 장호원읍 샘재로 146 ","1268304878",37.117682,127.628438,"장호원우체국","02","2020/03/14 23:55:00","some","2020/03/13 08:46:00","30개 이상 100개 미만","우체국","경기도","이천시","장호원읍"
"270","부산광역시 수영구 수영로 669 1층 (광안동)","21837341",35.165575,129.1144798,"수영건강약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:56:00","1개 이하","약국","부산광역시","수영구","광안동"
"271","충청남도 천안시 서북구 쌍용대로 188 (성정동)","34832629",36.814115,127.1348364,"하늘약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:15:00","1개 이하","약국","충청남도","천안시 서북구","성정동"
"272","경남 함안군 가야읍 함안대로 543 함안가야농협하나로마트","2658200184",35.2751054,128.4058696,"함안가야농협하나로마트","03","2020/03/14 23:55:00","empty","2020/03/14 08:20:00","1개 이하","농협","경상남도","함안군","가야읍"
"273","경기도 안산시 단원구 화랑로 150 단지내 상가(에코단지) 1층 118호 (원곡동)","41848756",37.3241295,126.804541,"바른약국","01","2020/03/14 23:55:00","empty","2020/03/14 14:56:00","1개 이하","약국","경기도","안산시 단원구","원곡동"
"274","경기도 가평군 상면 청군로 696","31898645",37.7739558,127.3720995,"모범약국","01","2020/03/14 23:55:00","empty","2020/03/14 14:56:00","1개 이하","약국","경기도","가평군","상면"
"275","서울특별시 강북구 솔샘로 254 (미아동)","12808661",37.6193807,127.0207146,"누가약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:27:00","1개 이하","약국","서울특별시","강북구","미아동"
"276","경기도 수원시 영통구 덕영대로1555번길 46 롯데크리닉상가 (영통동)","31820972",37.2482591,127.0615982,"예원약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:13:00","1개 이하","약국","경기도","수원시 영통구","영통동"
"277","서울특별시 서초구 방배로 196 (방배동)","11854898",37.4910419,126.9918915,"정신약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:55:00","1개 이하","약국","서울특별시","서초구","방배동"
"278","충청남도 서천군 서천읍 충절로59번길 18","34827889",36.075752,126.6898897,"희망찬약국","01","2020/03/14 23:55:00","break","2020/03/14 13:24:00","2개 이상 30개 미만","약국","충청남도","서천군","서천읍"
"279","서울특별시 은평구 진관2로 15-46, 108,109호 (진관동, 메트로프라자)","12853399",37.638625,126.9190942,"태정온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:42:00","1개 이하","약국","서울특별시","은평구","진관동"
"280","전라북도 전주시 완산구 용리로 56 (삼천동1가)","35814039",35.798405,127.115966,"미듬약국","01","2020/03/14 23:55:00","break","2020/03/14 09:44:00","2개 이상 30개 미만","약국","전라북도","전주시 완산구","삼천동1가"
"281","충청남도 아산시 번영로 225 (모종동, 아산터미널 101호)","34838058",36.7846804,127.0158714,"터미널약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:24:00","1개 이하","약국","충청남도","아산시","모종동"
"282","충청북도 청주시 상당구 중흥로 145 1층 (용암동)","33809496",36.6169457,127.5099128,"정화약국","01","2020/03/14 23:55:00","empty","2020/03/14 15:04:00","1개 이하","약국","충청북도","청주시 상당구","용암동"
"283","대구광역시 북구 공항로 7 1층 (복현동)","37823922",35.8981383,128.6159288,"새복현약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:58:00","1개 이하","약국","대구광역시","북구","복현동"
"284","경남 의령군 의령읍 의병로14길 29 (농협하나로마트)","6088210711",35.3171722,128.2597709,"의령농협하나로마트본점","03","2020/03/14 23:55:00","empty","2020/03/14 10:12:00","1개 이하","농협","경상남도","의령군","의령읍"
"285","경상남도 양산시 서창로 159 (삼호동)","38831724",35.4142717,129.170224,"새정다운약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:44:00","1개 이하","약국","경상남도","양산시","삼호동"
"286","대전광역시 중구 중앙로16번길 17 (문화동)","34818731",36.3219871,127.414544,"이화당약국","01","2020/03/14 23:55:00","break","2020/03/14 09:23:00","2개 이상 30개 미만","약국","대전광역시","중구","문화동"
"287","광주광역시 동구 지원로 2 (소태동)","36821306",35.1235316,126.9326467,"무등산약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:50:00","1개 이하","약국","광주광역시","동구","소태동"
"288","경기도 평택시 평택로 282 (세교동)","31868550",37.0083568,127.073417,"대학로약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:26:00","1개 이하","약국","경기도","평택시","세교동"
"289","경기도 고양시 일산서구 일산로 538 103호 (일산동, 일신2조합)","41850203",37.6777753,126.7684778,"행복약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:52:00","1개 이하","약국","경기도","고양시 일산서구","일산동"
"290","경상북도 김천시 자산로 59-1, (모암동)","37813536",36.1193201,128.125214,"유명프라자온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:52:00","1개 이하","약국","경상북도","김천시","모암동"
"291","대전광역시 서구 문정로 96 타워렉스 108호 (탄방동)","34821732",36.3464618,127.3898963,"즐거운약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:30:00","1개 이하","약국","대전광역시","서구","탄방동"
"292","대전광역시 서구 문정로 96 타워렉스 108호 (탄방동)","34821732",36.3464618,127.3898963,"즐거운약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:30:00","1개 이하","약국","대전광역시","서구","탄방동"
"293","부산광역시 동구 범일로90번길 14-1, (범일동)","21800901",35.1378537,129.0611233,"동원당약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:30:00","1개 이하","약국","부산광역시","동구","범일동"
"294","충청북도 청주시 서원구 복대로 34 103호 (개신동)","33810150",36.6203067,127.4455407,"개신하나약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:47:00","1개 이하","약국","충청북도","청주시 서원구","개신동"
"295","전라남도 영암군 삼호읍 대불주거로 98","36814814",34.7494148,126.4621838,"보람약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:08:00","1개 이하","약국","전라남도","영암군","삼호읍"
"296","경기도 이천시 마장면 오천로 33 아리온프라자 1동 1층 108호","31826571",37.2539596,127.352255,"유한약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:30:00","1개 이하","약국","경기도","이천시","마장면"
"297","서울특별시 성동구 성덕정길 96-1, (성수동2가)","12852538",37.5374954,127.0541245,"옵티마뚝도시장약국","01","2020/03/14 23:55:00","empty","2020/03/14 14:51:00","1개 이하","약국","서울특별시","성동구","성수동2가"
"298","부산광역시 금정구 중앙대로1841번길 24 (구서동)","21822034",35.2499415,129.0905962,"금정21세기약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:26:00","1개 이하","약국","부산광역시","금정구","구서동"
"299","충청북도 청주시 서원구 사직대로 132 (사창동)","33802556",36.6347666,127.4618452,"청주상당약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:48:00","1개 이하","약국","충청북도","청주시 서원구","사창동"
"300","경기도 용인시 처인구 백옥대로1068번길 9 (김량장동)","31868797",37.2312789,127.2111262,"정문약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:14:00","1개 이하","약국","경기도","용인시 처인구","김량장동"
"301","경기도 부천시 부천로 198 A동 1층 (춘의동)","41843771",37.5023374,126.7872058,"메디컬우리약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:37:00","1개 이하","약국","경기도","부천시","춘의동"
"302","서울특별시 서대문구 이화여대길 52 지하4층 404호 (대현동, 이화여자대학교 ECC)","12827916",37.5617396,126.9472448,"세이지약국","01","2020/03/14 23:55:00","empty","2020/03/13 12:48:00","1개 이하","약국",NA,NA,NA
"303","서울특별시 광진구 아차산로 450-2, 1층 (구의동)","12865362",37.5387334,127.0924764,"튼튼온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:56:00","1개 이하","약국","서울특별시","광진구","구의동"
"304","강원 양양군 현북면 하광정리 124-4","2278206357",38.0199207,128.7228873,"하조대농협하나로마트현북점","03","2020/03/14 23:55:00","empty","2020/03/14 13:13:00","1개 이하","농협","강원도","양양군","현북면"
"305","인천광역시 서구 봉오재3로 40 104호 (가정동)","41845111",37.5296602,126.6657006,"엔젤약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:42:00","1개 이하","약국","인천광역시","서구","가정동"
"306","경기도 안양시 만안구 병목안로 81 (안양동, 성원1차아파트)","31872042",37.3949529,126.9146174,"호수약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:05:00","1개 이하","약국","경기도","안양시 만안구","안양동"
"307","전라북도 정읍시 수성로 50 (수성동)","35802383",35.5820996,126.8557243,"샘골약국","01","2020/03/14 23:55:00","break","2020/03/14 09:19:00","2개 이상 30개 미만","약국","전라북도","정읍시","수성동"
"308","서울특별시 강동구 진황도로61길 48 (둔촌동)","11816201",37.5283915,127.1457322,"정문약국","01","2020/03/14 23:55:00","break","2020/03/13 12:33:00","2개 이상 30개 미만","약국","서울특별시","강동구","둔촌동"
"309","대구광역시 동구 파계로6길 32 1층 (지묘동, 노블하이츠 103호)","37846035",35.9402956,128.6400552,"지묘제일약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:01:00","1개 이하","약국","대구광역시","동구","지묘동"
"310","충남 부여군 초촌면 초촌로 20","3088301304",36.2635916,127.0198701,"초촌우체국","02","2020/03/14 23:55:00","few","2020/03/13 09:18:00","2개 이상 30개 미만","우체국","충청남도","부여군","초촌면"
"311","경기도 파주시 문산읍 문산로40번길 20","31882421",37.8565102,126.7836488,"문산약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:50:00","1개 이하","약국","경기도","파주시","문산읍"
"312","전라남도 담양군 담양읍 추성로 1303","36835609",35.3198162,126.9806453,"하나로약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:41:00","1개 이하","약국","전라남도","담양군","담양읍"
"313","강원도 춘천시 방송길 98 (온의동)","32800819",37.8679219,127.7201494,"성은약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:45:00","1개 이하","약국","강원도","춘천시","온의동"
"314","경기도 의정부시 회룡로 188 109호 (장암동, 장암골드프라자)","41840178",37.7263675,127.0545878,"봄약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:34:00","1개 이하","약국","경기도","의정부시","장암동"
"315","서울특별시 강남구 언주로173길 19 1층 (신사동)","12868884",37.5278757,127.0319141,"압구정소망약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:30:00","1개 이하","약국","서울특별시","강남구","신사동"
"316","강릉시 구정면 구정중앙로 227","2268302511",37.7179154,128.8793341,"구정우체국","02","2020/03/14 23:55:00","empty","2020/03/13 09:06:00","1개 이하","우체국","강원도","강릉시","구정면"
"317","강원도 원주시 능라동길 65 101호 (무실동, 휴먼타워)","32815638",37.3335166,127.9307231,"바른약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:18:00","1개 이하","약국","강원도","원주시","무실동"
"318","전라북도 전주시 완산구 용머리로 54 (효자동1가)","35814756",35.8063694,127.1162225,"서문약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:27:00","1개 이하","약국","전라북도","전주시 완산구","효자동1가"
"319","대전 유성구 대정동 312-6","3148210887",36.3134211,127.3210715,"진잠농협하나로마트대정점","03","2020/03/14 23:55:00","empty","2020/03/14 13:56:00","1개 이하","농협","대전광역시","유성구","대정동"
"320","전라남도 순천시 연향상가7길 18 1층 (연향동)","36834084",34.9519084,127.5171934,"장생약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:14:00","1개 이하","약국","전라남도","순천시","연향동"
"321","경기도 용인시 수지구 현암로 75 101호 (죽전동, 명문약국)","41838203",37.3316854,127.1176,"이화명문약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:17:00","1개 이하","약국","경기도","용인시 수지구","죽전동"
"322","대전광역시 대덕구 계족로690번길 21 110호 (법동, 선비마을1단지상가)","34832424",36.3733196,127.4299237,"선비약국","01","2020/03/14 23:55:00","break","2020/03/14 10:57:00","2개 이상 30개 미만","약국","대전광역시","대덕구","법동"
"323","경상북도 포항시 남구 포스코대로 138 (대잠동)","37837281",36.0255491,129.3406189,"우리약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:29:00","1개 이하","약국","경상북도","포항시 남구","대잠동"
"324","경상북도 울진군 죽변면 죽변북로 13","37842935",37.0604868,129.4208251,"죽변약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:05:00","1개 이하","약국","경상북도","울진군","죽변면"
"325","서울특별시 강남구 언주로 323 (역삼동)","11802448",37.4967404,127.045112,"유진약국","01","2020/03/14 23:55:00","empty","2020/03/14 14:25:00","1개 이하","약국","서울특별시","강남구","역삼동"
"326","강원도 양양군 현북면 하조대1길 44","2278301612",38.018861,128.7244937,"현북우체국","02","2020/03/14 23:55:00","empty","2020/03/13 09:37:00","1개 이하","우체국","강원도","양양군","현북면"
"327","전라남도 영광군 염산면 천년로 19-5,","36818828",35.2179786,126.3738997,"호산나약국","01","2020/03/14 23:55:00","plenty","2020/03/14 08:10:00","100개 이상","약국","전라남도","영광군","염산면"
"328","경기도 오산시 발안로 1367 103호 (누읍동)","41837886",37.1422755,127.0478531,"다사랑온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:35:00","1개 이하","약국","경기도","오산시","누읍동"
"329","서울특별시 종로구 명륜길 70 (명륜3가)","11831642",37.5898211,126.9938647,"청자약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:44:00","1개 이하","약국","서울특별시","종로구","명륜3가"
"330","경기도 안산시 상록구 건건로 117 106호 (건건동)","41802055",37.3112417,126.9046325,"새이화약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:05:00","1개 이하","약국","경기도","안산시 상록구","건건동"
"331","서울특별시 서대문구 북아현로 4 (북아현동)","12816825",37.5578155,126.9564479,"대형약국","01","2020/03/14 23:55:00","break","2020/03/14 13:38:00","2개 이상 30개 미만","약국","서울특별시","서대문구","북아현동"
"332","강원도 양양군 강현면 동해대로 3495","2278301650",38.1487988,128.6086095,"강현우체국","02","2020/03/14 23:55:00","few","2020/03/13 10:18:00","2개 이상 30개 미만","우체국","강원도","양양군","강현면"
"333","경상남도 창원시 의창구 동읍 동읍로 3 1층","38840863",35.277626,128.6844032,"믿음약국","01","2020/03/14 23:55:00","few","2020/03/14 09:12:00","2개 이상 30개 미만","약국","경상남도","창원시 의창구","동읍"
