"","addr","code","lat","lng","name","type","created_at","remain_stat","stock_at","remain_stat_kr","구분","시도","시군구","동"
"1","대구광역시 달서구 달구벌대로 1736 1층 (두류동)","37844571",35.856678,128.5552778,"밝은온누리약국","01","2020/03/14 23:55:00","plenty","2020/03/14 10:55:00","100개 이상","약국","대구광역시","달서구","두류동"
"2","충청남도 보령시 남대천로 58 (대천동)","34833323",36.3487417,126.5935343,"지애약국","01","2020/03/14 23:55:00","break","2020/03/14 10:33:00","2개 이상 30개 미만","약국","충청남도","보령시","대천동"
"3","충청남도 태안군 태안읍 중앙로 33 (한국통신)","34831185",36.755742,126.293988,"이화약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:34:00","1개 이하","약국","충청남도","태안군","태안읍"
"4","전라북도 임실군 관촌면 사선로 40","35812346",35.6741074,127.2706129,"관촌약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:34:00","1개 이하","약국","전라북도","임실군","관촌면"
"5","대구광역시 수성구 지범로 188 (범물동)","37834797",35.8208067,128.6395092,"뉴월드약국","01","2020/03/14 23:55:00","break","2020/03/14 10:46:00","2개 이상 30개 미만","약국","대구광역시","수성구","범물동"
"6","경기도 안양시 만안구 명학로 34 1층 (안양동)","41823711",37.3796731,126.9367128,"중앙약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:54:00","1개 이하","약국","경기도","안양시 만안구","안양동"
"7","서울특별시 양천구 신월로 341 4층 (신정동)","12862916",37.5220063,126.8588763,"미그린약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:55:00","1개 이하","약국","서울특별시","양천구","신정동"
"8","대구광역시 남구 중앙대로29길 27 (대명동)","37811461",35.8460022,128.5888139,"대학당약국","01","2020/03/14 23:55:00","plenty","2020/03/14 10:13:00","100개 이상","약국","대구광역시","남구","대명동"
"9","경기도 광명시 시청로 30 1층 (철산동)","31896359",37.4794236,126.8641142,"이화약국","01","2020/03/14 23:55:00","break","2020/03/14 11:38:00","2개 이상 30개 미만","약국","경기도","광명시","철산동"
"10","충청남도 보령시 주공로 12 (동대동)","34823174",36.3450653,126.6022154,"대영약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:47:00","1개 이하","약국","충청남도","보령시","동대동"
"11","경기도 군포시 송부로34번길 35 센트럴프라자 107호 (도마교동)","41838581",37.3162665,126.9194501,"송정약국","01","2020/03/14 23:55:00","empty","2020/03/14 14:04:00","1개 이하","약국","경기도","군포시","도마교동"
"12","경기도 화성시 동탄지성로 134 101호,102호 (능동, 한솔프라자)","31815928",37.209571,127.0609803,"새싹약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:45:00","1개 이하","약국","경기도","화성시","능동"
"13","경상남도 창원시 마산회원구 팔용로 163 (구암동)","38814307",35.2435364,128.5911428,"삼성약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:31:00","1개 이하","약국","경상남도","창원시 마산회원구","구암동"
"14","인천광역시 부평구 경원대로 1242 (산곡동)","31851282",37.4876012,126.7088392,"현대메디칼약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:47:00","1개 이하","약국","인천광역시","부평구","산곡동"
"15","강원도 원주시 행구로 148 (행구동)","32814836",37.341715,127.9725155,"참조은약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:49:00","1개 이하","약국","강원도","원주시","행구동"
"16","충청남도 천안시 서북구 불당대로 260 2층 (쌍용동)","34811958",36.7997695,127.1245177,"쌍용청솔약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:30:00","1개 이하","약국","충청남도","천안시 서북구","쌍용동"
"17","강원도 강릉시 금성로42번길 2 (금학동)","32801904",37.7531488,128.8963771,"이약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:38:00","1개 이하","약국","강원도","강릉시","금학동"
"18","전라남도 여수시 여천체육공원길 10 (신기동)","36831174",34.7612841,127.6749639,"다소니약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:05:00","1개 이하","약국","전라남도","여수시","신기동"
"19","경기도 광주시 오포읍 회안대로 21","31831702",37.357402,127.2459626,"매산약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:29:00","1개 이하","약국","경기도","광주시","오포읍"
"20","경기도 의정부시 용현로105번길 45-30, 103호 (민락동, 문경빌딩)","41834151",37.742438,127.0863412,"공원약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:58:00","1개 이하","약국","경기도","의정부시","민락동"
"21","부산광역시 금정구 중앙대로1719번길 16 1층 (부곡동)","21824746",35.2379467,129.0912987,"참약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:57:00","1개 이하","약국","부산광역시","금정구","부곡동"
"22","경기도 화성시 정남면 만년로 540","31863515",37.1694714,126.983655,"100세약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:38:00","1개 이하","약국","경기도","화성시","정남면"
"23","경상북도 포항시 북구 용두산길 35 (장성동)","37817043",36.0669321,129.3810518,"메디팜조아약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:52:00","1개 이하","약국","경상북도","포항시 북구","장성동"
"24","경남 거창군 고제면 농산리 753의 3","6118200145",35.8144721,127.8718531,"거창북부농협하나로마트고제점","03","2020/03/14 23:55:00","empty","2020/03/14 09:34:00","1개 이하","농협","경상남도","거창군","고제면"
"25","경상남도 창원시 의창구 원이대로 269 (봉곡동, 한빛메디칼센터)","38810859",35.2432723,128.6497907,"예은약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:09:00","1개 이하","약국","경상남도","창원시 의창구","봉곡동"
"26","인천광역시 미추홀구 경인로 233 1층 1호 (도화동)","41845242",37.4644062,126.6684686,"다나약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:51:00","1개 이하","약국","인천광역시","미추홀구","도화동"
"27","강원 원주시 흥업면 사제로 2 (남원주농협) 남원주농협","2248200510",37.3035111,127.9191897,"남원주농협하나로마트본점","03","2020/03/14 23:55:00","empty","2020/03/14 13:50:00","1개 이하","농협","강원도","원주시","흥업면"
"28","인천광역시 미추홀구 소성로 333 1층 (문학동)","41835735",37.4375953,126.684277,"굿모닝약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:41:00","1개 이하","약국","인천광역시","미추홀구","문학동"
"29","경기도 화성시 동탄지성로 136 203호 (능동, 우리프라자)","41812816",37.2096665,127.0607007,"능동키즈약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:37:00","1개 이하","약국","경기도","화성시","능동"
"30","인천광역시 계양구 용종로 2 (계산동)","31863612",37.5340374,126.7415048,"계산프라자약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:48:00","1개 이하","약국","인천광역시","계양구","계산동"
"31","충청남도 부여군 부여읍 신동엽길 6","34838341",36.2774901,126.9102053,"조은약국","01","2020/03/14 23:55:00","some","2020/03/14 10:13:00","30개 이상 100개 미만","약국","충청남도","부여군","부여읍"
"32","전라남도 목포시 포미로10번길 14 (용해동, 유정빌딩1층 101호)","36830771",34.8166556,126.3988876,"조은약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:56:00","1개 이하","약국","전라남도","목포시","용해동"
"33","전라남도 영광군 염산면 칠산로 75 ","4108301586",35.2175794,126.3711005,"염산우체국","02","2020/03/14 23:55:00","plenty","2020/03/13 09:55:00","100개 이상","우체국","전라남도","영광군","염산면"
"34","경기도 용인시 기흥구 새천년로 20 그린프라자 102호 (신갈동)","41844441",37.2890935,127.1114203,"그린온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:55:00","1개 이하","약국","경기도","용인시 기흥구","신갈동"
"35","경상북도 경산시 경산로44길 11 (옥산동)","37838288",35.827575,128.7265,"유림약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:19:00","1개 이하","약국","경상북도","경산시","옥산동"
"36","전라남도 함평군 함평읍 광남길 71 102호 (광주은행(함평지점))","36834513",35.0638681,126.5196516,"함평약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:27:00","1개 이하","약국","전라남도","함평군","함평읍"
"37","전라남도 완도군 약산면 약산로 370-1 ","4158300485",34.3935458,126.8988411,"약산우체국","02","2020/03/14 23:55:00","empty","2020/03/13 09:37:00","1개 이하","우체국","전라남도","완도군","약산면"
"38","대전광역시 대덕구 비래동로 37 (비래동)","34815007",36.3572454,127.4507225,"생수당약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:03:00","1개 이하","약국","대전광역시","대덕구","비래동"
"39","경상북도 포항시 북구 흥해읍 흥해로 69","37809032",36.1108577,129.3476554,"대림약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:18:00","1개 이하","약국","경상북도","포항시 북구","흥해읍"
"40","제주특별자치도 제주시 연동8길 7 (연동,1층)","39800563",33.4851347,126.4908198,"신세계약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:50:00","1개 이하","약국","제주특별자치도","제주시","연동"
"41","경상남도 진주시 대곡면 남강로2438번길 56","38840812",35.2618315,128.1685276,"삼거리약국","01","2020/03/14 23:55:00","break","2020/03/14 08:19:00","2개 이상 30개 미만","약국","경상남도","진주시","대곡면"
"42","서울특별시 강동구 아리수로93길 19 202호 (강일동)","12855651",37.5653807,127.174118,"순수 한약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:27:00","1개 이하","약국","서울특별시","강동구","강일동"
"43","울산광역시 동구 진성11길 42 (전하동)","38810514",35.5065218,129.4274007,"태화당약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:47:00","1개 이하","약국","울산광역시","동구","전하동"
"44","경기도 안산시 단원구 당곡2로 23 122호 (고잔동, 바상가)","31860974",37.3249957,126.8378918,"그린팜약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:27:00","1개 이하","약국","경기도","안산시 단원구","고잔동"
"45","경기도 양주시 광적면 광적로 4 4","41807855",37.820044,126.9852845,"가래비태평양약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:25:00","1개 이하","약국","경기도","양주시","광적면"
"46","경기도 광명시 광명로 892 1층 (광명동)","31819800",37.4785274,126.8543359,"푸른약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:38:00","1개 이하","약국","경기도","광명시","광명동"
"47","세종특별자치시 조치원읍 새내5길 2 2","34807811",36.5983431,127.2984558,"대수약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:46:00","1개 이하","약국","세종특별자치시","","조치원읍"
"48","경기도 구리시 검배로 60 (수택동)","31893406",37.5965416,127.1452602,"사슴약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:53:00","1개 이하","약국","경기도","구리시","수택동"
"49","울산광역시 남구 삼산중로 86 1층 (삼산동)","38821320",35.5412484,129.3357371,"지니약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:36:00","1개 이하","약국","울산광역시","남구","삼산동"
"50","제주특별자치도 제주시 과원북4길 35 (노형동)","39803309",33.4812332,126.4863676,"대정약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:32:00","1개 이하","약국","제주특별자치도","제주시","노형동"
"51","경기도 수원시 권선구 세화로169번길 25 (서둔동)","31833462",37.2667264,126.9917164,"대동온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:25:00","1개 이하","약국","경기도","수원시 권선구","서둔동"
"52","전라북도 전주시 덕진구 송천중앙로 147 (송천동1가)","35821281",35.8600321,127.1209994,"회생약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:49:00","1개 이하","약국","전라북도","전주시 덕진구","송천동1가"
"53","강원도 강릉시 주문진읍 항구로 62 2층","32816570",37.8927372,128.8281963,"미인 한약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:41:00","1개 이하","약국","강원도","강릉시","주문진읍"
"54","경기도 수원시 권선구 삼천병마로1592번길 3-0, (오목천동)","31876587",37.2449651,126.9637403,"바다약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:57:00","1개 이하","약국","경기도","수원시 권선구","오목천동"
"55","충청남도 아산시 배방읍 고속철대로 61 지하 1층","34842616",36.7897896,127.1078302,"하임약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:22:00","1개 이하","약국","충청남도","아산시","배방읍"
"56","전라북도 익산시 금마면 미륵사지로1길 35","35806869",35.989799,127.0533533,"금마종합약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:59:00","1개 이하","약국","전라북도","익산시","금마면"
"57","경상남도 통영시 동문로 3-1, (태평동)","38839105",34.8463466,128.4243066,"동피랑약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:21:00","1개 이하","약국","경상남도","통영시","태평동"
"58","경기도 안양시 동안구 평촌대로 142 203호 (평촌동, 트윈마트)","31864562",37.3850003,126.9598991,"스마일약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:54:00","1개 이하","약국","경기도","안양시 동안구","평촌동"
"59","서울특별시 강서구 금낭화로23길 25 101호 (방화동, 도시개발6단지)","11889110",37.5786033,126.8108332,"삼정약국","01","2020/03/14 23:55:00","empty","2020/03/13 16:55:00","1개 이하","약국","서울특별시","강서구","방화동"
"60","인천광역시 부평구 동수로 168-1, (부개동, 승민빌딩)","41828062",37.4856902,126.7373308,"한나약국","01","2020/03/14 23:55:00","break","2020/03/14 08:02:00","2개 이상 30개 미만","약국","인천광역시","부평구","부개동"
"61","대구광역시 서구 팔달로 188 1층 (원대동3가)","37810707",35.8881942,128.5705632,"라온약국","01","2020/03/14 23:55:00","few","2020/03/14 11:30:00","2개 이상 30개 미만","약국","대구광역시","서구","원대동3가"
"62","부산광역시 동구 중앙대로195번가길 53 (초량동)","21800235",35.1175193,129.0377387,"소림약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:23:00","1개 이하","약국","부산광역시","동구","초량동"
"63","인천광역시 중구 공항로 272 (운서동, 인천국제공항여객터미널 3층)","41833694",37.4583507,126.4276993,"W-store 스타약국","01","2020/03/14 23:55:00","empty","2020/03/14 14:54:00","1개 이하","약국","인천광역시","중구","운서동"
"64","경남 진주시 수곡면 옥수로 645 (수곡농협)","6138200909",35.1983393,127.9302076,"수곡농협하나로마트본점","03","2020/03/14 23:55:00","empty","2020/03/14 09:35:00","1개 이하","농협","경상남도","진주시","수곡면"
"65","전라북도 전주시 덕진구 건산로 238 (인후동1가)","35809710",35.8342542,127.1633606,"최약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:51:00","1개 이하","약국","전라북도","전주시 덕진구","인후동1가"
"66","서울특별시 성동구 독서당로40길 39 2층 (옥수동, 옥수 어울림)","12860441",37.5417216,127.0180142,"어울림이층약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:55:00","1개 이하","약국","서울특별시","성동구","옥수동"
"67","광주광역시 북구 서하로 389 1층 (문흥동)","36835145",35.1853772,126.9227102,"한솔약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:25:00","1개 이하","약국","광주광역시","북구","문흥동"
"68","부산광역시 북구 금곡대로199번길 3 (화명동)","21836701",35.2265698,129.0105906,"왕약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:50:00","1개 이하","약국","부산광역시","북구","화명동"
"69","경상남도 진주시 도동천로 113 (상대동)","38807955",35.1813036,128.1118967,"우인약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:35:00","1개 이하","약국","경상남도","진주시","상대동"
"70","서울특별시 성북구 보국문로 33 1층 106호 (정릉동)","12865583",37.6073767,127.0101198,"정릉아름드리약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:32:00","1개 이하","약국","서울특별시","성북구","정릉동"
"71","대전광역시 대덕구 대전로 1119 (오정동)","34838244",36.3544775,127.4149115,"하선약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:44:00","1개 이하","약국","대전광역시","대덕구","오정동"
"72","광주광역시 남구 유안초등북길 1 (봉선동)","36815241",35.1261289,126.9140215,"그랜드 온누리 약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:57:00","1개 이하","약국","광주광역시","남구","봉선동"
"73","경기도 평택시 현신3길 76 701동 101호 (용이동, 평택 용이2차 푸르지오)","41815475",36.9975316,127.1426227,"용이푸른약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:06:00","1개 이하","약국","경기도","평택시","용이동"
"74","경기도 광주시 오포읍 능평로 203 1층","31820468",37.3450531,127.1775172,"오포온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:02:00","1개 이하","약국","경기도","광주시","오포읍"
"75","전북 익산시 웅포면 강변로 11","4038203629",36.0645156,126.8773095,"익산웅포우체국","02","2020/03/14 23:55:00","few","2020/03/13 09:00:00","2개 이상 30개 미만","우체국","전라북도","익산시","웅포면"
"76","경상북도 안동시 와룡면 퇴계로 833 ","5088300958",36.6170573,128.7669221,"안동와룡우체국","02","2020/03/14 23:55:00","empty","2020/03/13 14:54:00","1개 이하","우체국","경상북도","안동시","와룡면"
"77","서울특별시 강남구 자곡로 120 107호 (자곡동, 세곡드림프라자)","12856690",37.4721498,127.0965163,"햇빛약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:55:00","1개 이하","약국","서울특별시","강남구","자곡동"
"78","인천광역시 부평구 동수로 61 113호 (부평동)","41815688",37.4855958,126.7254245,"오가약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:00:00","1개 이하","약국","인천광역시","부평구","부평동"
"79","경상남도 김해시 가락로 32-1, (부원동)","38813513",35.2294287,128.8824533,"성심약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:38:00","1개 이하","약국","경상남도","김해시","부원동"
"80","서울특별시 송파구 백제고분로 127 (잠실동)","11847611",37.5064655,127.0814485,"정선약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:00:00","1개 이하","약국","서울특별시","송파구","잠실동"
"81","강원도 원주시 치악로 1504 (단구동)","32801432",37.3191036,127.9671545,"유약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:17:00","1개 이하","약국","강원도","원주시","단구동"
"82","인천광역시 미추홀구 소성로 133 (학익동)","31835309",37.4433788,126.6636392,"넘버원약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:06:00","1개 이하","약국","인천광역시","미추홀구","학익동"
"83","경상북도 영천시 완산로 58 (완산동)","37824406",35.9652971,128.9392286,"선린약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:27:00","1개 이하","약국","경상북도","영천시","완산동"
"84","대구광역시 수성구 수성로 329 (수성동1가)","37849182",35.8548958,128.6133875,"두배약국","01","2020/03/14 23:55:00","empty","2020/03/12 08:54:00","1개 이하","약국","대구광역시","수성구","수성동1가"
"85","파주시 조리읍 봉천로 49-2","1288300131",37.7437118,126.8061702,"봉일천우체국","02","2020/03/14 23:55:00","empty","2020/03/13 08:30:00","1개 이하","우체국","경기도","파주시","조리읍"
"86","진주시 문산읍 동부로609번길 10","6138301040",35.1691829,128.1669379,"진주문산우체국","02","2020/03/14 23:55:00","empty","2020/03/13 09:02:00","1개 이하","우체국","경상남도","진주시","문산읍"
"87","강원도 철원군 근남면 하오재로2066-1","1278303232",38.2384737,127.4712849,"철원근남우체국","02","2020/03/14 23:55:00","some","2020/03/13 10:42:00","30개 이상 100개 미만","우체국","강원도","철원군","근남면"
"88","부산광역시 해운대구 재반로 116 102호 (재송동)","21819769",35.1886558,129.1268403,"이레약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:34:00","1개 이하","약국","부산광역시","해운대구","재송동"
"89","경남 사천시 곤명면 경서대로 3401","6198200983",35.1302533,127.9764668,"곤명농협하나로마트완사점","03","2020/03/14 23:55:00","empty","2020/03/14 09:08:00","1개 이하","농협","경상남도","사천시","곤명면"
"90","부산광역시 동래구 충렬대로 239 (수안동)","21824916",35.2016461,129.0856268,"수안메디컬약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:57:00","1개 이하","약국","부산광역시","동래구","수안동"
"91","경기도 평택시 탄현로326번길 3 (지산동)","41840259",37.0812429,127.0561111,"이화약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:38:00","1개 이하","약국","경기도","평택시","지산동"
"92","경기도 수원시 영통구 태장로 77 (망포동)","31831931",37.2393222,127.0548379,"푸른솔약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:07:00","1개 이하","약국","경기도","수원시 영통구","망포동"
"93","충남 서천군 화양면 옥포길 8","3098301985",36.0383839,126.7822793,"서천화양우체국","02","2020/03/14 23:55:00","some","2020/03/13 09:15:00","30개 이상 100개 미만","우체국","충청남도","서천군","화양면"
"94","충청북도 청주시 서원구 산남로70번길 3 산남메디프라자 107호 (산남동)","33812691",36.6113348,127.4659943,"산남열린약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:38:00","1개 이하","약국","충청북도","청주시 서원구","산남동"
"95","충북 청주시 흥덕구 오송읍 오송생명로 206-7 206-7","3178204064",36.6300402,127.3312822,"오송농협하나로마트의료단지점","03","2020/03/14 23:55:00","empty","2020/03/14 13:53:00","1개 이하","농협","충청북도","청주시 흥덕구","오송읍"
"96","세종특별자치시 보듬3로 8-12, 101-1호 (도담동, 라온프라이빗시티1상가)","34836837",36.5133915,127.2587926,"라온약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:57:00","1개 이하","약국","세종특별자치시","","도담동"
"97","서울특별시 중구 동호로33길 5 (오장동)","11818379",37.5653935,127.0018996,"금성약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:19:00","1개 이하","약국","서울특별시","중구","오장동"
"98","광주광역시 서구 화정로 259 105호 (농성동)","36826987",35.1481047,126.8849887,"올바른약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:53:00","1개 이하","약국","광주광역시","서구","농성동"
"99","서울특별시 성북구 보국문로16길 31 (정릉동)","11889276",37.6114223,127.0091051,"태평양약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:36:00","1개 이하","약국","서울특별시","성북구","정릉동"
"100","강원도 원주시 시청로 84 (무실동)","32812876",37.3363633,127.9280529,"수약국","01","2020/03/14 23:55:00","empty","2020/03/14 13:30:00","1개 이하","약국","강원도","원주시","무실동"
"101","경기도 광명시 안현로 52 중앙상가 108호 (하안동)","31830757",37.4656048,126.8774184,"문화약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:53:00","1개 이하","약국","경기도","광명시","하안동"
"102","경기도 안산시 상록구 건건1길 38 1층 (건건동)","31822690",37.3038055,126.9017218,"녹십자약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:09:00","1개 이하","약국","경기도","안산시 상록구","건건동"
"103","부산광역시 사상구 사상로 236 1층 일부 (괘법동)","21842108",35.1659571,128.9830083,"다사랑온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:36:00","1개 이하","약국","부산광역시","사상구","괘법동"
"104","인천광역시 남동구 호구포로 796 1층 (구월동)","41818202",37.4533768,126.7193815,"이화약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:19:00","1개 이하","약국","인천광역시","남동구","구월동"
"105","내면 창촌로 45-5","2238303336",37.7723391,128.3891892,"창촌우체국","02","2020/03/14 23:55:00","empty","2020/03/13 09:16:00","1개 이하","우체국","강원도","홍천군","내면"
"106","경기도 여주시 가남읍 태평로 25","41820801",37.2030226,127.5461085,"왕약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:48:00","1개 이하","약국","경기도","여주시","가남읍"
"107","대구광역시 수성구 달구벌대로 3210 (신매동)","37838202",35.8396349,128.7076627,"시지연합약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:53:00","1개 이하","약국","대구광역시","수성구","신매동"
"108","광주광역시 북구 설죽로 345 (매곡동)","36818755",35.1903166,126.8988508,"코끼리약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:33:00","1개 이하","약국","광주광역시","북구","매곡동"
"109","대구광역시 중구 큰장로 132 (대신동)","37803476",35.8699342,128.5796376,"서문약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:10:00","1개 이하","약국","대구광역시","중구","대신동"
"110","서울특별시 성북구 삼선교로 14 (삼선동1가)","11871792",37.5875508,127.0073805,"인정온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:01:00","1개 이하","약국","서울특별시","성북구","삼선동1가"
"111","전라남도 순천시 이수로 315 1층 (조례동)","36826251",34.9538071,127.5181705,"세브란스약국","01","2020/03/14 23:55:00","empty","2020/03/14 11:01:00","1개 이하","약국","전라남도","순천시","조례동"
"112","서울특별시 강서구 강서로 251 세란빌딩 103호 (내발산동)","12865702",37.5481315,126.8360328,"세란온누리약국","01","2020/03/14 23:55:00","empty","2020/03/14 14:57:00","1개 이하","약국","서울특별시","강서구","내발산동"
"113","경상북도 의성군 의성읍 문소3길 103 1층","37849476",36.3550561,128.693901,"늘푸른약국","01","2020/03/14 23:55:00","break","2020/03/14 09:44:00","2개 이상 30개 미만","약국","경상북도","의성군","의성읍"
"114","제주특별자치도 제주시 조천읍 신북로 530","39801306",33.5415053,126.6663595,"신한당약국","01","2020/03/14 23:55:00","break","2020/03/14 08:52:00","2개 이상 30개 미만","약국","제주특별자치도","제주시","조천읍"
"115","파주시 탄현면 법흥로 13","1418300172",37.770625,126.70035,"통일동산우체국","02","2020/03/14 23:55:00","empty","2020/03/13 09:01:00","1개 이하","우체국","경기도","파주시","탄현면"
"116","서울특별시 용산구 한강대로 259 109호 (갈월동, 고려에이트리움)","12828246",37.54159,126.9724256,"미라클약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:30:00","1개 이하","약국","서울특별시","용산구","갈월동"
"117","경기도 구리시 건원대로34번길 25 3층 (인창동, 신아월드코아)","31870830",37.6045869,127.1417628,"신아약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:54:00","1개 이하","약국","경기도","구리시","인창동"
"118","경기도 군포시 금산로 92","31897754",37.37025,126.9372583,"담주약국","01","2020/03/14 23:55:00","empty","2020/03/14 09:32:00","1개 이하","약국","경기도","군포시","산본동"
"119","대구광역시 달성군 유가면 테크노상업로 112","37848887",35.6932535,128.4619239,"포산약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:43:00","1개 이하","약국","대구광역시","달성군","유가읍"
"120","부산광역시 해운대구 좌동순환로 301 1층 (좌동, 금강빌딩)","21805580",35.1691853,129.1832673,"파랑새약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:38:00","1개 이하","약국","부산광역시","해운대구","좌동"
"121","경상북도 영천시 대창면 금창로 691","37818139",35.8748081,128.8971852,"대구약국","01","2020/03/14 23:55:00","empty","2020/03/14 07:55:00","1개 이하","약국","경상북도","영천시","대창면"
"122","서울특별시 서초구 강남대로10길 60-1, 101호 (양재동)","12851949",37.4697225,127.0425255,"신원약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:41:00","1개 이하","약국","서울특별시","서초구","양재동"
"123","전남 고흥군 두원면학곡리 2-5","4168212503",34.6452251,127.2744432,"두원농협하나로마트본점","03","2020/03/14 23:55:00","some","2020/03/14 12:44:00","30개 이상 100개 미만","농협","전라남도","고흥군","두원면"
"124","충청북도 제천시 용두천로 98 (남천동)","33808325",37.136057,128.2121,"제천종로약국","01","2020/03/14 23:55:00","empty","2020/03/14 10:19:00","1개 이하","약국","충청북도","제천시","남천동"
"125","부산광역시 동구 고관로 29 1층 (초량동)","21841471",35.1221128,129.042445,"참좋은약국","01","2020/03/14 23:55:00","empty","2020/03/13 09:16:00","1개 이하","약국","부산광역시","동구","초량동"
"126","울산광역시 중구 번영로 582 (남외동)","38830281",35.5686737,129.3456073,"비타민약국","01","2020/03/14 23:55:00","empty","2020/03/14 12:55:00","1개 이하","약국","울산광역시","중구","남외동"
"127","광주광역시 남구 봉선중앙로 139 1층 (주월동)","36827061",35.1335254,126.910204,"참약국","01","2020/03/14 23:55:00","empty","2020/03/14 08:33:00","1개 이하","약국","광주광역시","남구","주월동"
"128","부산광역시 수영구 광안해변로 95 비치아파트 에이상가 105호 (남천동)","21800375",35.143488,129.1147069,"신혜약국","01","2020/03/14 23:55:00","break","2020/03/14 07:54:00","2개 이상 30개 미만","약국","부산광역시","수영구","남천동"
